60,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0
0,18,0,16,24,1,0,1,0,0,0,0,12,0,24,24,0,0,0,0,0,0,0,12,0,24,24,0,0,0,0,0,0,0,48,12,0,0,0,0,0,0,0,0
0,19,8,14,0,2,0,20,0,0,0,0,48,12,0,0,0,0,0,0,0,0,0,48,12,0,0,0,0,0,0,0,0,0,12,0,24,24,0,0,0,0,0,0
0,23,11,9,0,9,0,12,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,36,12,0,12,0,0,0,0
0,0,38,10,0,9,2,5,0,0,0,0,0,0,12,0,12,0,36,0,0,0,0,0,12,12,12,48,0,36,0,0,0,0,0,60,0,0,0,0,0,0,0,0
0,0,10,18,4,7,25,7,4,0,0,0,0,12,48,24,36,60,0,0,0,0,0,0,0,60,12,0,60,12,36,0,0,0,0,12,0,12,36,0,0,0,0,0
0,0,14,13,4,11,24,0,6,0,0,0,0,0,12,0,0,0,12,36,0,0,0,0,0,24,0,0,0,24,0,48,24,0,0,0,12,0,12,0,36,0,0,0
0,0,3,19,8,3,7,3,21,0,0,0,0,0,24,0,0,0,24,0,48,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,12,24
0,0,0,20,8,6,2,12,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,36,0,0
0,0,0,1,0,0,0,7,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,36,0
0,0,0,0,0,0,0,5,0,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,48,0,0,0,0
 , , , , , , , , , , ,60,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0
 , , , , , , , , , , ,0,50,9,1,0,0,0,0,0,0,0,0,50,9,1,0,0,0,0,0,0,0,0,7,26,27,0,0,0,0,0,0,0
 , , , , , , , , , , ,0,7,26,27,0,0,0,0,0,0,0,0,7,26,27,0,0,0,0,0,0,0,0,50,9,1,0,0,0,0,0,0,0
 , , , , , , , , , , ,0,0,0,7,37,5,8,3,0,0,0,0,0,0,7,37,5,8,3,0,0,0,0,0,0,2,2,10,15,6,25,0,0
 , , , , , , , , , , ,0,3,28,23,6,0,0,0,0,0,0,0,3,28,23,16,16,18,10,6,0,0,0,0,0,7,37,5,8,3,0,0,0
 , , , , , , , , , , ,0,0,0,6,19,52,51,21,31,0,0,0,0,0,6,11,54,43,33,33,0,0,0,0,0,0,10,16,18,10,6,0,0
 , , , , , , , , , , ,0,0,0,0,2,18,10,22,8,0,0,0,0,0,0,0,0,3,18,16,49,34,0,3,28,23,6,0,0,0,0,0,0
 , , , , , , , , , , ,0,0,0,0,0,0,3,18,16,49,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,11,31
 , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,10,22,8,0,0
 , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,38,3
 , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,26,18,5,0,0,0
 , , , , , , , , , , , , , , , , , , , , , ,60,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0
 , , , , , , , , , , , , , , , , , , , , , ,0,60,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0
 , , , , , , , , , , , , , , , , , , , , , ,0,0,60,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0
 , , , , , , , , , , , , , , , , , , , , , ,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0
 , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,60,60,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0
 , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,120,60,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0
 , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,60,0,0,0,0,0,0
 , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0
 , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0
 , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0
 , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,60,0,0,0,0,0,0,0,0,0,0
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,60,0,0,0,0,0,0,0,0
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,60,0,0,0,0,0,0,0,0,0
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,60,0,0,0,0,0
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,60,0,0,0,0,0,0,0
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,60,0,0,0,0,0,0
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,60,0,0,0,0,0,0
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,60,0,0,0,0
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,60,0,0,0,0,0
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,60,0,0,0,0
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,60,0,0,0,0,0
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
